id;classification_id;parent_id;description;reference;attribute1_oto;attribute2_oto;attribute3_oto;attribute4_oto;attribute5_anc;attribute6_anc;attribute7_anc;attribute8_anc;attribute9_anc;attribute10_anc;attribute11_anc;attribute12_anc;attribute13_anc;attribute14_anc;attribute15_anc
264;4;;;;reserved;;;;;;;;;;;;;;
265;4;;;;reserved;;;;;;;;;;;;;;
266;4;;;;reserved;;;;;;;;;;;;;;
267;4;;;;reserved;;;;;;;;;;;;;;
268;4;;;;reserved;;;;;;;;;;;;;;
269;4;;;;reserved;;;;;;;;;;;;;;
270;4;;;;reserved;;;;;;;;;;;;;;
271;4;;;;reserved;;;;;;;;;;;;;;
272;4;;;;reserved;;;;;;;;;;;;;;
273;4;;;;reserved;;;;;;;;;;;;;;
274;4;;;;reserved;;;;;;;;;;;;;;
275;4;;;;reserved;;;;;;;;;;;;;;
276;4;;;;reserved;;;;;;;;;;;;;;
277;4;;;;reserved;;;;;;;;;;;;;;
278;4;;;;reserved;;;;;;;;;;;;;;
279;4;;;;reserved;;;;;;;;;;;;;;
280;4;;;;reserved;;;;;;;;;;;;;;
281;4;;;;reserved;;;;;;;;;;;;;;
282;4;;;;reserved;;;;;;;;;;;;;;
283;4;;;;reserved;;;;;;;;;;;;;;
284;4;;;;reserved;;;;;;;;;;;;;;
285;4;;;;reserved;;;;;;;;;;;;;;
286;4;;;;reserved;;;;;;;;;;;;;;
287;4;;;;reserved;;;;;;;;;;;;;;
288;4;;;;reserved;;;;;;;;;;;;;;
289;4;;;;reserved;;;;;;;;;;;;;;
290;4;;;;reserved;;;;;;;;;;;;;;
291;4;;;;reserved;;;;;;;;;;;;;;
292;4;;;;reserved;;;;;;;;;;;;;;
293;4;;;;reserved;;;;;;;;;;;;;;
294;4;;;;reserved;;;;;;;;;;;;;;
295;4;;;;reserved;;;;;;;;;;;;;;
296;4;;;;reserved;;;;;;;;;;;;;;
297;4;;;;reserved;;;;;;;;;;;;;;
298;4;;;;reserved;;;;;;;;;;;;;;
299;4;;;;reserved;;;;;;;;;;;;;;
300;4;;;;reserved;;;;;;;;;;;;;;
